Fleet,Gear,Year,MonthStart,Grid,YFT-MT,BET-MT,SKJ-MT,ALB-MT,SBF-MT,LOT-MT,FRZ-MT,KAW-MT,COM-MT,SWO-MT,BILL-MT,TUX-MT,SKH-MT,NTAD-MT
IRN    ,GILL,2013,9,6125055,,,,,,7.28,0.53,1.26,0.39,,,0.07,0.39,6.55
IRN    ,GILL,2013,10,6125055,,,,,,1.82,0.61,1.38,1.45,,,0.16,0.75,10.18
IRN    ,GILL,2013,11,6125055,8.00E-03,,,,,2,1.09,1.12,0.73,,,0.18,0.53,9.94
IRN    ,GILL,2013,12,6125055,,,,,,14.5,0.61,4.13,1.45,,,0.63,1.85,26.14
IRN    ,GILL,2014,1,6125055,,,,,,28.83,0.17,5.24,4.65,,,1.02,3.2,47.65
IRN    ,GILL,2014,2,6125055,,,,,,0.46,0.03,1.36,3.37,,,1.09,3.06,35.22
IRN    ,GILL,2014,3,6125055,,,,,,1.44,0.16,0.43,0.75,,,0.29,0.23,8.66
IRN    ,GILL,2014,4,6125055,0.35,,0.03,,,4.13,0.16,2.11,1,,0.28,0.47,0.53,13.77
IRN    ,GILL,2014,5,6125055,,,,,,13.76,0.77,4.57,2.17,,0.13,0.11,1.86,17.28
IRN    ,GILL,2014,6,6125055,,,,,,37.45,0.18,8.54,2.6,,,0.1,2.85,25
IRN    ,GILL,2014,7,6125055,,,,,,24.52,,3.7,1.23,,,0.02,2.63,19.79
IRN    ,GILL,2014,8,6125055,0.32,,,,,31.3,1.94,4.37,1.9,,,0.02,2.34,27.66
IRN    ,GILL,2014,9,6125055,,,,,,12.66,1.22,1.28,0.63,,,0.04,1.37,22.89
IRN    ,GILL,2014,10,6125055,,,,,,2.75,0.41,0.75,0.83,,,0.46,1.03,25.46
IRN    ,GILL,2014,11,6125055,,,,,,12.82,0.6,1.88,1.23,,,0.28,1.4,28.27
IRN    ,GILL,2014,12,6125055,,,,,,13.08,1.64,1.92,1.68,,,0.26,1.91,28.72
IRN    ,GILL,2015,1,6125055,,,,,,10.54,0.76,1.42,1.98,,,0.13,1.51,18.98
IRN    ,GILL,2015,2,6125055,,,,,,15.48,0.22,1.66,1.62,,,0.14,1.67,19.88
IRN    ,GILL,2015,3,6125055,0.01,,,,,21.74,0.42,1.91,1.58,,,0.04,2.24,20.48
IRN    ,GILL,2015,4,6125055,,,,,,35.59,0.19,5.03,3.53,,,0.33,3.89,29.1
IRN    ,GILL,2015,5,6125055,,,,,,43.8,0.3,6.18,2.43,,,0.23,2.08,26.57
IRN    ,GILL,2015,6,6125055,,,,,,26.45,0.13,6.39,1.01,,,0.17,1.58,19.72
IRN    ,GILL,2015,7,6125055,,,,,,25.55,0.01,6.02,0.49,,,0.62,1.51,21.99
IRN    ,GILL,2015,8,6125055,0.4,,,,,19.83,,2.59,0.34,,,0.43,1.55,22.08
IRN    ,GILL,2015,9,6125055,2.89,,,,,6.14,,4.77,0.3,,,0.43,0.61,14.34
IRN    ,GILL,2015,10,6125055,,,,,,8.05,,2.75,0.35,,,,0.8,11.23
IRN    ,GILL,2015,11,6125055,,,,,,21.87,,5.14,1.16,,,0.05,1.89,17.05
IRN    ,GILL,2015,12,6125055,,,0.02,,,11.45,0.02,1,0.83,,,0.27,2.16,15.67
IRN    ,GILL,2016,1,6125055,,,,,,0.01,,,1.03,,,0.65,2.87,21.47
IRN    ,GILL,2016,2,6125055,,,,,,3.48,,0.48,0.89,,,0.78,1.81,17.82
IRN    ,GILL,2016,3,6125055,,,,,,2.9,0.01,0.66,1.1,,,0.87,1.32,18.26
IRN    ,GILL,2016,4,6125055,,,,,,2.18,0.07,0.26,2.58,,,1.15,0.79,26.37
IRN    ,GILL,2016,5,6125055,,,,,,4.16,0.1,2.58,1.46,,,0.6,0.57,24.05
IRN    ,GILL,2016,6,6125055,,,,,,11.18,0.54,2.11,0.84,,,0.02,0.71,19.61
IRN    ,GILL,2016,7,6125055,,,,,,23.15,1,5.77,1.11,,,0.03,1.13,22.84
IRN    ,GILL,2016,8,6125055,,,,,,28.43,1.81,12.04,1.21,,,0.06,1.26,19.82
IRN    ,GILL,2016,9,6125055,,,,,,21.67,1.17,7.71,0.7,,0.08,0.06,1.41,14.76
IRN    ,GILL,2016,10,6125055,,,,,,6.47,1.07,1.02,0.38,,,0.05,0.79,11.69
IRN    ,GILL,2016,11,6125055,,,,,,5.8,0.71,0.83,0.26,,,0.1,0.9,13.07
IRN    ,GILL,2016,12,6125055,,,,,,20.23,0.96,2.63,2.01,,,0.66,1.49,18.44
IRN    ,GILL,2017,1,6125055,,,,,,21.54,1.29,2.83,3.59,,,0.52,1.45,19.74
IRN    ,GILL,2017,2,6125055,,,,,,17.89,0.81,2.59,4.74,,,0.11,1.75,18.39
IRN    ,GILL,2017,3,6125055,,,,,,9.87,0.02,1.39,3.42,,2.00E-03,0.14,0.73,17.36
IRN    ,GILL,2017,4,6125055,,,,,,6.47,1.34,0.94,4.37,,,0.05,9.00E-03,16.54
IRN    ,GILL,2017,5,6125055,,,,,,3.65,0.93,0.29,1.14,,,0.01,0.09,9.92
IRN    ,GILL,2017,6,6125055,,,,,,3.33,0.63,0.19,0.43,,,,0.03,7.92
IRN    ,GILL,2017,7,6125055,,,,,,2.59,1.39,0.6,0.46,,,0.01,0.14,4.13
IRN    ,GILL,2017,8,6125055,,,,,,8.77,1.49,4.03,0.3,,,,0.47,5.14
IRN    ,GILL,2017,9,6125055,,,,,,6.69,2.07,1.13,0.25,,,,0.51,4.85
IRN    ,GILL,2017,10,6125055,,,,,,8.16,2.79,9.65,0.79,,,0.2,0.63,9.33
IRN    ,GILL,2017,11,6125055,,,,,,3.01,1.42,1.7,0.64,,,0.05,1.44,5.56
IRN    ,GILL,2017,12,6125055,,,,,,3.89,1.22,0.44,1.37,,,0.02,1.59,8.03
IRN    ,GILL,2018,1,6125055,,,,,,,,,4.47,,,,0.68,10.15
IRN    ,GILL,2018,2,6125055,,,,,,,,2.00E-03,2.63,,,,0.6,6.73
IRN    ,GILL,2018,3,6125055,,,,,,0.35,,0.03,1.89,,,1.17,0.57,12.64
IRN    ,GILL,2018,4,6125055,,,,,,1.82,0.17,1.00E-03,0.98,,,1.63,0.9,22.2
IRN    ,GILL,2018,5,6125055,,,,,,15.82,0.66,7,1.24,,,0.39,0.75,27.17
IRN    ,GILL,2018,6,6125055,,,,,,5.61,1.24,2.52,0.76,,,0.1,0.86,26.62
IRN    ,GILL,2018,7,6125055,,,,,,3.01,1.14,1.36,0.3,,,0.84,0.9,25.27
IRN    ,GILL,2018,8,6125055,,,,,,19.1,2.52,10.71,1.26,,,2.53,0.68,25.95
IRN    ,GILL,2018,9,6125055,,,,,,11.32,2.21,4.65,1.07,,,2.45,0.25,20.69
IRN    ,GILL,2018,10,6125055,,,,,,5.59,1.11,1.4,1.89,,,1.68,1.75,28.25
IRN    ,GILL,2018,11,6125055,,,,,,2.96,1.3,0.59,2.42,,,3.16,1.21,22.11
IRN    ,GILL,2018,12,6125055,,,,,,1.52,0.91,0.18,3.08,,,1.83,0.87,18.93
IRN    ,GILL,2019,1,6125055,,,,,,0.27,1.12,0.08,4.47,,,0.51,0.79,15.77
IRN    ,GILL,2019,2,6125055,,,,,,0.08,0.86,0.04,4.18,,,0.26,0.78,14.11
IRN    ,GILL,2019,3,6125055,,,,,,,2.21,0.75,6.88,,,0.41,1.04,19.44
IRN    ,GILL,2019,4,6125055,,,,,,2.53,1.71,0.17,5.04,,,0.17,0.95,18
IRN    ,GILL,2019,5,6125055,,,,,,3.26,0.58,1.95,1.77,,,0.02,0.97,19.35
IRN    ,GILL,2019,6,6125055,,,,,,15.35,1.06,5.49,0.83,,,0.22,1.2,23.42
IRN    ,GILL,2019,7,6125055,,,,,,6.29,0.53,1.53,0.6,,,0.36,1.29,19.44
IRN    ,GILL,2019,8,6125055,,,,,,4.78,0.37,3.59,0.7,,,0.2,1.06,18.82
IRN    ,GILL,2019,9,6125055,,,,,,5.9,0.49,5.86,1.45,,,0.28,1.69,20.5
IRN    ,GILL,2019,10,6125055,,,,,,2.7,0.51,0.22,1.73,,,0.54,1.18,19.42
IRN    ,GILL,2019,11,6125055,,,,,,2.25,0.28,0.18,2.7,,,0.69,0.81,18.72
IRN    ,GILL,2019,12,6125055,,,,,,0.3,0.24,,4.58,,,0.78,1.09,22.66
IRN    ,HOOK,2007,3,6125055,,,,,,,,,1.00E-03,,,,,3.00E-03
IRN    ,HOOK,2007,4,6125055,,,,,,0.01,0.01,,0.06,,,,0.07,0.25
IRN    ,HOOK,2007,5,6125055,,,,,,0.01,8.00E-03,,0.05,,,,0.03,0.21
IRN    ,HOOK,2007,6,6125055,,,,,,0.06,,,8.00E-03,,,,,0.01
IRN    ,HOOK,2007,7,6125055,,,,,,0.15,,,0.02,,,,,0.06
IRN    ,HOOK,2007,8,6125055,,,,,,0.05,,,7.00E-03,,,,,0.01
IRN    ,HOOK,2007,9,6125055,,,,,,0.05,,,0.01,,,,,0.07
IRN    ,HOOK,2007,10,6125055,,,,,,,,,0.03,,,,,0.19
IRN    ,HOOK,2007,11,6125055,,,,,,,,,0.03,,,,,0.11
IRN    ,HOOK,2007,12,6125055,,,,,,,,,0.02,,,,0.04,0.32
IRN    ,HOOK,2008,1,6125055,,,,,,,,,,,,,0.02,0.55
IRN    ,HOOK,2008,2,6125055,,,,,,,,,,,,,0.1,0.36
IRN    ,HOOK,2008,3,6125055,,,,,,,,,,,,,0.03,0.53
IRN    ,HOOK,2008,4,6125055,,,,,,,,,,,,,0.01,0.56
IRN    ,HOOK,2008,5,6125055,,,,,,,,,,,,7.00E-03,,0.09
IRN    ,HOOK,2008,6,6125055,,,,,,,,,,,,0.02,,0.36
IRN    ,HOOK,2008,7,6125055,,,,,,,,,,,,,,0.3
IRN    ,HOOK,2008,8,6125055,,,,,,5.00E-03,,,0.02,,,,,0.35
IRN    ,HOOK,2008,9,6125055,,,,,,,,,5.00E-03,,,,0.04,0.21
IRN    ,HOOK,2008,10,6125055,,,,,,0.02,,,0.01,,,,,0.19
IRN    ,HOOK,2008,11,6125055,,,,,,,,,8.00E-03,,,,9.00E-03,0.21
IRN    ,HOOK,2008,12,6125055,,,,,,,0.04,,3.00E-03,,,0.03,0.03,0.28
IRN    ,HOOK,2009,1,6125055,,,,,,,,,0.02,,,2.00E-03,0.05,0.14
IRN    ,HOOK,2009,2,6125055,,,,,,0.02,,,3.00E-03,,,5.00E-03,0.02,0.59
IRN    ,HOOK,2009,3,6125055,,,,,,0.02,5.00E-03,,0.02,,,4.00E-03,0.01,0.67
IRN    ,HOOK,2009,4,6125055,,,,,,0.01,,,4.00E-03,,,,0.01,1.51
IRN    ,HOOK,2009,5,6125055,,,,,,,,0.03,,,,,0.17,5.13
IRN    ,HOOK,2009,6,6125055,,,,,,3.00E-03,,,,,,,0.11,3.25
IRN    ,HOOK,2009,7,6125055,,,,,,,,,,,,,,0.52
IRN    ,HOOK,2009,8,6125055,,,,,,,,,,,,,,0.31
IRN    ,HOOK,2009,9,6125055,0.08,,,,,,,,,,,,0.03,4.01
IRN    ,HOOK,2009,10,6125055,,,,,,,0.01,3.00E-03,,,,0.02,0.13,3.02
IRN    ,HOOK,2009,11,6125055,,,,,,,,,,,,0.02,0.02,2.36
IRN    ,HOOK,2009,12,6125055,,,,,,2.00E-03,,,1.00E-03,,,,0.04,1.52
IRN    ,HOOK,2010,1,6125055,,,,,,6.00E-03,,,0.01,,,,0.1,3.52
IRN    ,HOOK,2010,2,6125055,,,,,,,,0.01,,,,,0.07,2.34
IRN    ,HOOK,2010,3,6125055,,,,,,9.00E-03,,,,,,,0.14,1.89
IRN    ,HOOK,2010,4,6125055,,,,,,0.02,,,,,,,0.15,2.29
IRN    ,HOOK,2010,5,6125055,,,,,,0.38,0.06,0.05,0.02,,,,0.11,2.22
IRN    ,HOOK,2010,6,6125055,,,,,,0.79,0.14,0.05,0.05,,,0.01,0.11,1.07
IRN    ,HOOK,2010,7,6125055,,,,,,0.17,0.01,0.05,0.05,,,,0.05,0.43
IRN    ,HOOK,2010,8,6125055,,,,,,0.4,,0.03,0.11,,,,0.01,0.64
IRN    ,HOOK,2010,9,6125055,,,,,,0.21,,0.03,0.07,,,,0.07,0.52
IRN    ,HOOK,2010,10,6125055,,,,,,0.17,,0.07,0.03,,,,0.03,0.64
IRN    ,HOOK,2010,11,6125055,,,,,,0.21,,0.14,0.04,,,,0.05,0.73
IRN    ,HOOK,2010,12,6125055,,,,,,0.09,,,0.07,,,,0.11,0.92
IRN    ,HOOK,2011,1,6125055,,,,,,0.08,,0.01,0.05,,,,0.04,0.26
IRN    ,HOOK,2011,2,6125055,,,,,,0.13,,,0.07,,,,0.06,0.57
IRN    ,HOOK,2011,3,6125055,,,,,,0.1,,,0.09,,,,0.07,0.64
IRN    ,HOOK,2011,4,6125055,,,,,,,,,,,,,0.05,0.52
IRN    ,HOOK,2011,5,6125055,,,,,,,,,,,,,0.08,0.64
IRN    ,HOOK,2011,6,6125055,,,,,,,,,,,,,0.05,0.35
IRN    ,HOOK,2011,7,6125055,,,,,,0.05,,,,,,,,0.33
IRN    ,HOOK,2011,8,6125055,,,,,,0.07,,,0.05,,,,,0.36
IRN    ,HOOK,2011,9,6125055,,,,,,,,,,,,,8.00E-03,0.41
IRN    ,HOOK,2011,10,6125055,,,,,,,,,,,,,0.02,0.65
IRN    ,HOOK,2011,11,6125055,,,,,,,,,,,,,0.03,1.57
IRN    ,HOOK,2011,12,6125055,,,,,,,,,,,,,5.00E-03,0.58
IRN    ,HOOK,2012,1,6125055,,,,,,,,,,,,,,0.13
IRN    ,HOOK,2012,2,6125055,,,,,,,,,,,,,,0.09
IRN    ,HOOK,2012,3,6125055,,,,,,,,,,,,,,0.16
IRN    ,HOOK,2012,4,6125055,,,,,,,,,,,,,0.01,0.55
IRN    ,HOOK,2012,5,6125055,,,,,,,,,,,,,0.03,0.81
IRN    ,HOOK,2012,6,6125055,,,,,,,,,,,,,0.01,0.4
IRN    ,HOOK,2012,7,6125055,,,,,,,,,,,,,,0.4
IRN    ,HOOK,2012,8,6125055,,,,,,,,,,,,,0.03,0.74
IRN    ,HOOK,2012,9,6125055,,,,,,,,,,,,,0.03,0.81
IRN    ,HOOK,2012,10,6125055,,,,,,,,,,,,,0.15,1.91
IRN    ,HOOK,2012,11,6125055,,,,,,,,,,,,,0.12,1.99
IRN    ,HOOK,2012,12,6125055,,,,,,,,,,,,,0.15,1.6
IRN    ,HOOK,2013,1,6125055,,,,,,,,,,,,,0.15,1.89
IRN    ,HOOK,2013,2,6125055,,,,,,,,,,,,0.01,0.08,0.94
IRN    ,HOOK,2013,3,6125055,,,,,,,,,,,,,0.05,0.83
IRN    ,HOOK,2013,4,6125055,,,,,,,,,,,,,0.04,0.72
IRN    ,HOOK,2013,5,6125055,,,,,,,,,,,,,0.05,0.63
IRN    ,HOOK,2013,6,6125055,,,,,,,,,,,,,0.02,0.55
IRN    ,HOOK,2013,7,6125055,,,,,,,,,,,,,,0.34
IRN    ,HOOK,2013,8,6125055,,,,,,,,,,,,,,0.74
IRN    ,HOOK,2013,9,6125055,,,,,,,,,,,,,6.00E-03,0.62
IRN    ,HOOK,2013,10,6125055,,,,,,,,,,,,,0.01,0.82
IRN    ,HOOK,2013,11,6125055,,,,,,,,,,,,,4.00E-03,0.72
IRN    ,HOOK,2013,12,6125055,,,,,,,,,,,,,9.00E-03,0.71
IRN    ,HOOK,2014,1,6125055,,,,,,,,,,,,,7.00E-03,0.67
IRN    ,HOOK,2014,2,6125055,,,,,,,,,,,,,8.00E-03,0.44
IRN    ,HOOK,2014,3,6125055,,,,,,,,,,,,,0.02,0.86
IRN    ,HOOK,2014,4,6125055,,,,,,,,,,,,,0.03,1
IRN    ,HOOK,2014,5,6125055,,,,,,,,,,,,,,0.17
IRN    ,HOOK,2014,6,6125055,,,,,,,,,,,,,,0.53
IRN    ,HOOK,2014,7,6125055,,,,,,,,,,,,,,0.69
IRN    ,HOOK,2014,8,6125055,,,,,,,,,,,,,,0.79
IRN    ,HOOK,2014,9,6125055,,,,,,,,,,,,,3.00E-03,0.71
IRN    ,HOOK,2014,10,6125055,,,,,,,,,,,,,9.00E-03,0.68
IRN    ,HOOK,2014,11,6125055,,,,,,,,,,,,,5.00E-03,0.71
IRN    ,HOOK,2014,12,6125055,,,,,,,,,,,,,6.00E-03,0.66
IRN    ,HOOK,2015,1,6125055,,,,,,,,,,,,,7.00E-03,0.57
IRN    ,HOOK,2015,2,6125055,,,,,,,,,,,,,4.00E-03,0.75
IRN    ,HOOK,2015,3,6125055,,,,,,,,,,,,,8.00E-03,0.62
IRN    ,HOOK,2015,4,6125055,,,,,,,,,,,,,9.00E-03,0.52
IRN    ,HOOK,2015,5,6125055,,,,,,,,,,,,,0.01,0.54
IRN    ,HOOK,2015,6,6125055,,,,,,,,,,,,,0.01,0.46
IRN    ,HOOK,2015,7,6125055,,,,,,,,,,,,,8.00E-03,0.5
IRN    ,HOOK,2015,8,6125055,,,,,,,,,,,,,0.02,0.7
IRN    ,HOOK,2015,9,6125055,,,,,,,,,,,,,0.01,1.16
IRN    ,HOOK,2015,10,6125055,,,,,,,,,,,,,,1.22
IRN    ,HOOK,2015,11,6125055,,,,,,,,,,,,,0.05,1.55
IRN    ,HOOK,2015,12,6125055,,,,,,,,,,,,,0.23,2.42
IRN    ,HOOK,2016,1,6125055,,,,,,,,,,,,2.00E-03,0.01,0.71
IRN    ,HOOK,2016,2,6125055,,,,,,,,,,,,,,0.63
IRN    ,HOOK,2016,3,6125055,,,,,,,,,,,,,,0.96
IRN    ,HOOK,2016,4,6125055,,,,,,,,,,,,,,1.02
IRN    ,HOOK,2016,5,6125055,,,,,,,,,,,,,,0.95
IRN    ,HOOK,2016,6,6125055,,,,,,,,,,,,,,0.19
IRN    ,HOOK,2016,7,6125055,,,,,,,,,,,,,,0.47
IRN    ,HOOK,2016,8,6125055,,,,,,,,,,,,,,0.47
IRN    ,HOOK,2016,9,6125055,,,,,,,,,,,,,,0.51
IRN    ,HOOK,2016,10,6125055,,,,,,,,,,,,,,0.54
IRN    ,HOOK,2016,11,6125055,,,,,,,,,,,,,0.08,1.18
IRN    ,HOOK,2016,12,6125055,,,,,,,,,,,,,0.22,1.68
IRN    ,HOOK,2017,2,6125055,,,,,,,,,,,,,,0.26
IRN    ,HOOK,2017,3,6125055,,,,,,,,,,,,,,0.4
IRN    ,HOOK,2017,7,6125055,,,,,,,,,,,,,,0.18
IRN    ,HOOK,2017,8,6125055,,,,,,,,,,,,,,0.45
IRN    ,HOOK,2017,10,6125055,,,,,,,,,,,,,,0.31
IRN    ,HOOK,2017,11,6125055,,,,,,,,,,,,,0.06,1.43
IRN    ,HOOK,2017,12,6125055,,,,,,,,,,,,,0.24,2.77
IRN    ,HOOK,2018,1,6125055,,,,,,,,,,,,,,0.53
IRN    ,HOOK,2018,2,6125055,,,,,,,,,,,,,,1.33
IRN    ,HOOK,2018,3,6125055,,,,,,,,,0.01,,,,1.00E-03,1.67
IRN    ,HOOK,2018,4,6125055,,,,,,,,,,,,,,1.24
IRN    ,HOOK,2018,5,6125055,,,,,,,,,,,,,,1.26
IRN    ,HOOK,2018,6,6125055,,,,,,,,,,,,,,0.58
IRN    ,HOOK,2018,7,6125055,,,,,,,,,,,,,,0.46
IRN    ,HOOK,2018,8,6125055,,,,,,,,,,,,,,0.78
IRN    ,HOOK,2018,9,6125055,,,,,,,,,,,,,,0.71
IRN    ,HOOK,2018,10,6125055,,,,,,,,,,,,,,1.27
IRN    ,HOOK,2018,11,6125055,,,,,,,,,0.11,,,,0.03,1.97
IRN    ,HOOK,2018,12,6125055,,,,,,,,,0.22,,,,0.09,2.08
IRN    ,HOOK,2019,1,6125055,,,,,,,,,0.1,,,,0.03,1.18
IRN    ,HOOK,2019,2,6125055,,,,,,,,,0.12,,,,0.03,1.13
IRN    ,HOOK,2019,3,6125055,,,,,,,,,0.1,,,,0.03,1.37
IRN    ,HOOK,2019,4,6125055,,,,,,,,,,,,,,1.09
IRN    ,HOOK,2019,5,6125055,,,,,,,,,,,,,,0.75
IRN    ,HOOK,2019,6,6125055,,,,,,,,,,,,,,0.85
IRN    ,HOOK,2019,7,6125055,,,,,,,,,,,,,,0.6
IRN    ,HOOK,2019,8,6125055,,,,,,,,,,,,,,0.75
IRN    ,HOOK,2019,9,6125055,,,,,,,,,,,,,,0.53
IRN    ,HOOK,2019,10,6125055,,,,,,,,,,,,,,0.64
IRN    ,HOOK,2019,11,6125055,,,,,,,,,,,,,,0.69
IRN    ,HOOK,2019,12,6125055,,,,,,,,,,,,,,0.84
IRN    ,LLCO,2007,5,6125055,,,,,,,,,,,,,,0.23
IRN    ,LLCO,2007,6,6125055,,,,,,,,,,,,,,0.08
IRN    ,LLCO,2007,9,6125055,,,,,,,,,,,,,3.00E-03,0.11
IRN    ,LLCO,2007,10,6125055,,,,,,,,,,,,,,0.1
IRN    ,LLCO,2007,11,6125055,,,,,,,,,,,,,,1.12
IRN    ,LLCO,2007,12,6125055,,,,,,,,,,,,,2.00E-03,0.5
IRN    ,LLCO,2008,1,6125055,,,,,,,,,,,,,7.00E-03,0.37
IRN    ,LLCO,2008,2,6125055,,,,,,,,,,,,,,0.61
IRN    ,LLCO,2008,12,6125055,,,,,,,,,,,,,,0.18
IRN    ,LLCO,2009,1,6125055,,,,,,,,,,,,,,0.16
IRN    ,LLCO,2009,6,6125055,,,,,,,,,,,,,2.00E-03,1.08
IRN    ,LLCO,2009,7,6125055,,,,,,,,,,,,,0.03,1.61
IRN    ,LLCO,2009,10,6125055,,,,,,,,,,,,,,0.21
IRN    ,LLCO,2009,11,6125055,,,,,,,,,,,,,,0.94
IRN    ,LLCO,2010,1,6125055,,,,,,,,,,,,,,0.02
IRN    ,LLCO,2010,11,6125055,,,,,,,,,,,,,3.00E-03,0.24
IRN    ,LLCO,2010,12,6125055,,,,,,,,,2.00E-03,,,,0.07,0.62
IRN    ,LLCO,2011,1,6125055,,,,,,,,,,,,,0.01,0.52
IRN    ,LLCO,2011,12,6125055,,,,,,,,,,,,,0.02,0.77
IRN    ,LLCO,2012,1,6125055,,,,,,,,,,,,,0.06,1.84
IRN    ,LLCO,2012,2,6125055,,,,,,,,,,,,,0.11,2.26
IRN    ,LLCO,2012,3,6125055,,,,,,,,,,,,,0.03,0.31
IRN    ,LLCO,2012,4,6125055,,,,,,,,,,,,,0.02,0.22
IRN    ,LLCO,2012,5,6125055,,,,,,,,,,,,,0.15,1.42
IRN    ,LLCO,2012,6,6125055,,,,,,,,,,,,,0.14,1.1
IRN    ,LLCO,2015,12,6125055,,,,,,,,,,,,,0.05,0.59
IRN    ,LLCO,2016,1,6125055,,,,,,,,,,,,,0.17,1.64
IRN    ,LLCO,2016,2,6125055,,,,,,,,,,,,,0.22,2.68
IRN    ,LLCO,2016,3,6125055,,,,,,,,,,,,,0.12,1.54
IRN    ,TRAP,2007,3,6125055,,,,,,,,,,,,,,0.27
IRN    ,TRAP,2007,4,6125055,,,,,,,,,,,,,6.00E-03,1.03
IRN    ,TRAP,2007,5,6125055,,,,,,,,,,,,,,0.84
IRN    ,TRAP,2007,6,6125055,,,,,,,,,,,,,,0.98
IRN    ,TRAP,2007,7,6125055,,,,,,,,,4.00E-03,,,,,0.35
IRN    ,TRAP,2007,8,6125055,,,,,,,,,,,,,,0.14
IRN    ,TRAP,2007,9,6125055,,,,,,,,,,,,,0.03,0.84
IRN    ,TRAP,2007,10,6125055,,,,,,,,,,,,,0.04,1.13
IRN    ,TRAP,2007,11,6125055,,,,,,,,,,,,,,1.32
IRN    ,TRAP,2007,12,6125055,,,,,,,1.00E-03,4.00E-03,,,,,,1.07
IRN    ,TRAP,2008,1,6125055,,,,,,,,,,,,4.00E-03,,0.88
IRN    ,TRAP,2008,2,6125055,,,,,,,,,2.00E-03,,,2.00E-03,2.00E-03,0.97
IRN    ,TRAP,2008,3,6125055,,,,,,,,,,,,,,0.59
IRN    ,TRAP,2008,4,6125055,,,,,,,,,,,,,,0.85
IRN    ,TRAP,2008,5,6125055,,,,,,,,,,,,,,0.55
IRN    ,TRAP,2008,6,6125055,,,,,,,,,,,,,,0.43
IRN    ,TRAP,2008,7,6125055,,,,,,,,,,,,,,0.25
IRN    ,TRAP,2008,8,6125055,,,,,,3.00E-03,,,,,,,,0.34
IRN    ,TRAP,2008,9,6125055,,,,,,,,,,,,0.04,0.07,0.4
IRN    ,TRAP,2008,10,6125055,,,,,,,,,5.00E-03,,,0.02,0.03,0.79
IRN    ,TRAP,2008,11,6125055,,,,,,,,,,,,0.01,,0.9
IRN    ,TRAP,2008,12,6125055,,,,,,,,,,,,,3.00E-03,0.65
IRN    ,TRAP,2009,1,6125055,,,,,,,,,,,,,,0.58
IRN    ,TRAP,2009,2,6125055,,,,,,,,,,,,,,0.25
IRN    ,TRAP,2009,3,6125055,,,,,,,,,,,,,,0.21
IRN    ,TRAP,2009,4,6125055,,,,,,,,,,,,,,0.31
IRN    ,TRAP,2009,5,6125055,,,,,,,,,,,,,,0.21
IRN    ,TRAP,2009,6,6125055,,,,,,,,,,,,,,0.52
IRN    ,TRAP,2009,7,6125055,,,,,,,,,,,,,,0.53
IRN    ,TRAP,2009,8,6125055,,,,,,4.00E-03,,,,,,,4.00E-03,0.8
IRN    ,TRAP,2009,9,6125055,,,,,,0.02,,,0.03,,,,,0.67
IRN    ,TRAP,2009,10,6125055,,,,,,,,,,,,,,0.37
IRN    ,TRAP,2009,11,6125055,,,,,,,,,,,,,,0.25
IRN    ,TRAP,2009,12,6125055,,,,,,,,,,,,,,0.93
IRN    ,TRAP,2010,1,6125055,,,,,,,,,,,,,,0.44
IRN    ,TRAP,2010,2,6125055,,,,,,,,,,,,,,0.43
IRN    ,TRAP,2010,3,6125055,,,,,,,,,,,,,,0.7
IRN    ,TRAP,2010,4,6125055,,,,,,,,,,,,,,1.28
IRN    ,TRAP,2010,5,6125055,,,,,,,,,,,,,,1.91
IRN    ,TRAP,2010,6,6125055,,,,,,,,,,,,,,1.45
IRN    ,TRAP,2010,7,6125055,,,,,,,,,,,,,,1.52
IRN    ,TRAP,2010,8,6125055,,,,,,,,,,,,,,2.58
IRN    ,TRAP,2010,9,6125055,,,,,,,,,,,,,,1.49
IRN    ,TRAP,2010,10,6125055,,,,,,,,,,,,,,1
IRN    ,TRAP,2010,11,6125055,,,,,,0.06,,,0.01,,,0.04,0.02,1.4
IRN    ,TRAP,2010,12,6125055,,,,,,0.1,,,0.07,,,0.1,0.04,0.86
IRN    ,TRAP,2011,1,6125055,,,,,,,,,,,,,,0.97
IRN    ,TRAP,2011,2,6125055,,,,,,,,,,,,,,1.11
IRN    ,TRAP,2011,3,6125055,,,,,,,,,,,,,,1.72
IRN    ,TRAP,2011,4,6125055,,,,,,,,,,,,,,4.75
IRN    ,TRAP,2011,5,6125055,,,,,,,,,,,,,,4.19
IRN    ,TRAP,2011,6,6125055,,,,,,,,,,,,,,0.98
IRN    ,TRAP,2011,7,6125055,,,,,,,,,,,,,,1.23
IRN    ,TRAP,2011,8,6125055,0.03,,,,,,,,,,,,,1.47
IRN    ,TRAP,2011,9,6125055,,,,,,,,,,,,,,1.11
IRN    ,TRAP,2012,8,6125055,,,,,,,,,,,,,0.02,0.04
IRN    ,GILL,2020,1,6125055,,,,,,12.83,0.02,3.02,4.59,,,2.26,0.07,7.45
IRN    ,GILL,2020,2,6125055,,,,,,11.34,0.34,2.5,4.53,,,1.32,0.14,7.75
IRN    ,GILL,2020,3,6125055,,,,,,2.9,0.17,0.79,3.29,,,0.7,0.03,4.82
IRN    ,GILL,2020,8,6125055,,,,,,,,0.02,0.12,,,0.06,,0.14
